title,author,genre,teaser,moods,buyLink,downloadLink
The Paris Apartment,Lucy Foley,thriller,A woman visits her brother in Paris and finds him missing. Every neighbor has something to hide.,"mysterious,suspenseful",https://www.amazon.in/s?k=The+Paris+Apartment+kindle+edition,https://www.amazon.in/s?k=The+Paris+Apartment+kindle+edition
House of Leaves,Mark Z. Danielewski,horror mystery,A family discovers their house is bigger on the inside. The walls are closing in.,"mysterious,scary,thought-provoking",https://www.amazon.in/s?k=House+of+Leaves+kindle+edition,https://www.amazon.in/s?k=House+of+Leaves+kindle+edition
The Girl Who Played with Fire,Stieg Larsson,thriller,A hacker is framed for murder. She must expose the truth before the truth buries her.,"suspenseful,mysterious",https://www.amazon.in/s?k=The+Girl+Who+Played+with+Fire+kindle+edition,https://www.amazon.in/s?k=The+Girl+Who+Played+with+Fire+kindle+edition
Behind Closed Doors,B.A. Paris,psychological thriller,A perfect marriage hides a terrifying secret. Escape seems impossible.,"suspenseful,dark romance,scary",https://www.amazon.in/s?k=Behind+Closed+Doors+kindle+edition,https://www.amazon.in/s?k=Behind+Closed+Doors+kindle+edition
The Silent Companions,Laura Purcell,gothic thriller,A widow moves to her late husband's estate. The wooden figures in the house are watching.,"suspenseful,scary,mysterious",https://www.amazon.in/s?k=The+Silent+Companions+kindle+edition,https://www.amazon.in/s?k=The+Silent+Companions+kindle+edition
I Am Pilgrim,Terry Hayes,spy thriller,A retired intelligence agent is pulled back in for one last case. The stakes are global.,"suspenseful,adventurous",https://www.amazon.in/s?k=I+Am+Pilgrim+kindle+edition,https://www.amazon.in/s?k=I+Am+Pilgrim+kindle+edition
The Firm,John Grisham,legal thriller,A young lawyer joins the perfect firm. He soon realizes getting out may cost him his life.,"suspenseful,drama",https://www.amazon.in/s?k=The+Firm+kindle+edition,https://www.amazon.in/s?k=The+Firm+kindle+edition
No Longer Human,Osamu Dazai,literary fiction,A man documents his lifelong feeling of being an outsider. Darkness grows from within.,"suspenseful,thought-provoking,heartbreaking",https://www.amazon.in/s?k=No+Longer+Human+kindle+edition,https://www.amazon.in/s?k=No+Longer+Human+kindle+edition
The Chain,Adrian McKinty,thriller,A parent receives a call. Their child has been kidnapped. To free them they must kidnap another.,"suspenseful,scary",https://www.amazon.in/s?k=The+Chain+kindle+edition,https://www.amazon.in/s?k=The+Chain+kindle+edition
Dark Places,Gillian Flynn,thriller,A woman survived her family's massacre as a child. Decades later the case is reopened.,"suspenseful,mysterious,heartbreaking",https://www.amazon.in/s?k=Dark+Places+kindle+edition,https://www.amazon.in/s?k=Dark+Places+kindle+edition
The Couple Next Door,Shari Lapena,psychological thriller,A baby goes missing at a dinner party next door. Every couple is lying.,"suspenseful,mysterious,drama",https://www.amazon.in/s?k=The+Couple+Next+Door+kindle+edition,https://www.amazon.in/s?k=The+Couple+Next+Door+kindle+edition
Run Rose Run,Dolly Parton & James Patterson,thriller,A young singer chases her dreams in Nashville. Someone wants to stop her.,"suspenseful,drama,inspiring",https://www.amazon.in/s?k=Run+Rose+Run+kindle+edition,https://www.amazon.in/s?k=Run+Rose+Run+kindle+edition
Three Men in a Boat,Jerome K. Jerome,classic comedy,Three friends and a dog take a boat trip. Everything hilariously goes wrong.,"humorous,adventurous",https://www.amazon.in/s?k=Three+Men+in+a+Boat+kindle+edition,https://www.amazon.in/s?k=Three+Men+in+a+Boat+kindle+edition
The Rosie Effect,Graeme Simsion,comedy,The scientist and his unpredictable wife are now expecting. Nothing goes to plan.,"humorous,romantic",https://www.amazon.in/s?k=The+Rosie+Effect+kindle+edition,https://www.amazon.in/s?k=The+Rosie+Effect+kindle+edition
I Hope They Serve Beer in Hell,Tucker Max,memoir,A man recounts his most outrageous misadventures with zero remorse.,"humorous,sexy",https://www.amazon.in/s?k=I+Hope+They+Serve+Beer+in+Hell+kindle+edition,https://www.amazon.in/s?k=I+Hope+They+Serve+Beer+in+Hell+kindle+edition
The Midnight Library,Matt Haig,literary fiction,Between life and death there is a library. Every book shows a different life she could have lived.,"humorous,hopeful,thought-provoking",https://www.amazon.in/s?k=The+Midnight+Library+kindle+edition,https://www.amazon.in/s?k=The+Midnight+Library+kindle+edition
Catch-22,Joseph Heller,satire,A soldier tries to get out of flying missions by claiming insanity. The system has other plans.,"humorous,thought-provoking,drama",https://www.amazon.in/s?k=Catch-22+kindle+edition,https://www.amazon.in/s?k=Catch-22+kindle+edition
Where'd You Go Bernadette,Maria Semple,comedy,A woman disappears. Her daughter pieces together what happened through emails and documents.,"humorous,mysterious,drama",https://www.amazon.in/s?k=Where'd+You+Go+Bernadette+kindle+edition,https://www.amazon.in/s?k=Where'd+You+Go+Bernadette+kindle+edition
Convenience Store Woman,Sayaka Murata,literary fiction,A woman finds perfect happiness working at a convenience store. Society disagrees.,"humorous,thought-provoking",https://www.amazon.in/s?k=Convenience+Store+Woman+kindle+edition,https://www.amazon.in/s?k=Convenience+Store+Woman+kindle+edition
My Year of Rest and Relaxation,Ottessa Moshfegh,literary fiction,A beautiful privileged woman decides to sleep for a year. The absurdity is the point.,"humorous,thought-provoking,drama",https://www.amazon.in/s?k=My+Year+of+Rest+and+Relaxation+kindle+edition,https://www.amazon.in/s?k=My+Year+of+Rest+and+Relaxation+kindle+edition
Ella Minnow Pea,Mark Dunn,epistolary fiction,A town bans letters of the alphabet one by one. The story is written with what remains.,"humorous,thought-provoking",https://www.amazon.in/s?k=Ella+Minnow+Pea+kindle+edition,https://www.amazon.in/s?k=Ella+Minnow+Pea+kindle+edition
The House on Mango Street,Sandra Cisneros,literary fiction,A young girl growing up in Chicago imagines a life beyond her neighborhood. Hope is stubborn.,"hopeful,inspiring,drama",https://www.amazon.in/s?k=The+House+on+Mango+Street+kindle+edition,https://www.amazon.in/s?k=The+House+on+Mango+Street+kindle+edition
Flowers for Algernon,Daniel Keyes,sci-fi,A man with low intelligence undergoes an experiment to become a genius. The results are devastating.,"hopeful,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Flowers+for+Algernon+kindle+edition,https://www.amazon.in/s?k=Flowers+for+Algernon+kindle+edition
A Tree Grows in Brooklyn,Betty Smith,literary fiction,A girl grows up poor in Brooklyn. She dreams of something more and refuses to stop.,"hopeful,inspiring,drama",https://www.amazon.in/s?k=A+Tree+Grows+in+Brooklyn+kindle+edition,https://www.amazon.in/s?k=A+Tree+Grows+in+Brooklyn+kindle+edition
The Color Purple,Alice Walker,literary fiction,A woman endures unimaginable hardship in the American South. She finds her voice anyway.,"hopeful,heartbreaking,inspiring",https://www.amazon.in/s?k=The+Color+Purple+kindle+edition,https://www.amazon.in/s?k=The+Color+Purple+kindle+edition
Educated,Tara Westover,memoir,A girl raised in isolation by survivalists educates herself into Cambridge. Nothing was given.,"hopeful,inspiring,thought-provoking",https://www.amazon.in/s?k=Educated+kindle+edition,https://www.amazon.in/s?k=Educated+kindle+edition
When Breath Becomes Air,Paul Kalanithi,memoir,A dying neurosurgeon asks what makes life meaningful. His answer will stay with you.,"hopeful,heartbreaking,thought-provoking",https://www.amazon.in/s?k=When+Breath+Becomes+Air+kindle+edition,https://www.amazon.in/s?k=When+Breath+Becomes+Air+kindle+edition
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,literary fiction,A man decides to walk across England to visit a dying friend. The journey changes everything.,"hopeful,heartbreaking,inspiring",https://www.amazon.in/s?k=The+Unlikely+Pilgrimage+of+Harold+Fry+kindle+edition,https://www.amazon.in/s?k=The+Unlikely+Pilgrimage+of+Harold+Fry+kindle+edition
Wonder,R.J. Palacio,young adult,A boy with a facial difference starts school for the first time. Kindness is the only superpower.,"hopeful,inspiring,drama",https://www.amazon.in/s?k=Wonder+kindle+edition,https://www.amazon.in/s?k=Wonder+kindle+edition
The Art of Racing in the Rain,Garth Stein,literary fiction,A dog narrates his owner's life through heartbreak and loss. His loyalty never wavers.,"hopeful,heartbreaking,drama",https://www.amazon.in/s?k=The+Art+of+Racing+in+the+Rain+kindle+edition,https://www.amazon.in/s?k=The+Art+of+Racing+in+the+Rain+kindle+edition
Before I Fall,Lauren Oliver,young adult,A girl relives the day she dies again and again. She uses it to fix everything.,"hopeful,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Before+I+Fall+kindle+edition,https://www.amazon.in/s?k=Before+I+Fall+kindle+edition
Never Let Me Go,Kazuo Ishiguro,dystopian,Children at a boarding school slowly learn their fate. They accept it. That is the tragedy.,"heartbreaking,thought-provoking,sci-fi",https://www.amazon.in/s?k=Never+Let+Me+Go+kindle+edition,https://www.amazon.in/s?k=Never+Let+Me+Go+kindle+edition
The Road,Cormac McCarthy,post-apocalyptic,A father and son walk a devastated earth. Love is the only thing left worth carrying.,"heartbreaking,thought-provoking,scary",https://www.amazon.in/s?k=The+Road+kindle+edition,https://www.amazon.in/s?k=The+Road+kindle+edition
My Sister's Keeper,Jodi Picoult,drama,A girl was conceived to save her dying sister. She sues for rights over her own body.,"heartbreaking,drama,thought-provoking",https://www.amazon.in/s?k=My+Sister's+Keeper+kindle+edition,https://www.amazon.in/s?k=My+Sister's+Keeper+kindle+edition
Flowers in the Attic,V.C. Andrews,gothic drama,Four children are hidden in an attic by their mother. The waiting becomes something worse.,"heartbreaking,dark romance,scary",https://www.amazon.in/s?k=Flowers+in+the+Attic+kindle+edition,https://www.amazon.in/s?k=Flowers+in+the+Attic+kindle+edition
The Bell Jar,Sylvia Plath,literary fiction,A brilliant young woman unravels under the pressure of expectation. The darkness is real.,"heartbreaking,thought-provoking",https://www.amazon.in/s?k=The+Bell+Jar+kindle+edition,https://www.amazon.in/s?k=The+Bell+Jar+kindle+edition
Night,Elie Wiesel,memoir,A boy survives the Holocaust. He carries the weight of what he witnessed forever.,"heartbreaking,thought-provoking,inspiring",https://www.amazon.in/s?k=Night+kindle+edition,https://www.amazon.in/s?k=Night+kindle+edition
All the Light We Cannot See,Anthony Doerr,historical fiction,A blind French girl and a German soldier's paths cross in World War II. Beauty survives anyway.,"heartbreaking,drama,thought-provoking",https://www.amazon.in/s?k=All+the+Light+We+Cannot+See+kindle+edition,https://www.amazon.in/s?k=All+the+Light+We+Cannot+See+kindle+edition
Extremely Loud and Incredibly Close,Jonathan Safran Foer,literary fiction,A boy searches New York for a lock that fits his dead father's key. Grief has no map.,"heartbreaking,hopeful,drama",https://www.amazon.in/s?k=Extremely+Loud+and+Incredibly+Close+kindle+edition,https://www.amazon.in/s?k=Extremely+Loud+and+Incredibly+Close+kindle+edition
The Lovely Bones,Alice Sebold,literary fiction,A murdered girl watches her family from heaven. She wants them to live even without her.,"heartbreaking,mysterious,hopeful",https://www.amazon.in/s?k=The+Lovely+Bones+kindle+edition,https://www.amazon.in/s?k=The+Lovely+Bones+kindle+edition
We Need to Talk About Kevin,Lionel Shriver,literary fiction,A mother reflects on raising the son who committed a school shooting. Nothing is simple.,"heartbreaking,thought-provoking,drama",https://www.amazon.in/s?k=We+Need+to+Talk+About+Kevin+kindle+edition,https://www.amazon.in/s?k=We+Need+to+Talk+About+Kevin+kindle+edition
The Handmaid's Tale,Margaret Atwood,dystopian,Women are stripped of all rights in a theocratic state. One woman refuses to disappear.,"thought-provoking,scary,heartbreaking",https://www.amazon.in/s?k=The+Handmaid's+Tale+kindle+edition,https://www.amazon.in/s?k=The+Handmaid's+Tale+kindle+edition
To Kill a Mockingbird,Harper Lee,classic,A lawyer defends a Black man in the racist American South. His daughter watches justice bend.,"thought-provoking,drama,inspiring",https://www.amazon.in/s?k=To+Kill+a+Mockingbird+kindle+edition,https://www.amazon.in/s?k=To+Kill+a+Mockingbird+kindle+edition
Animal Farm,George Orwell,political satire,Farm animals overthrow their human farmer. Power corrupts them just the same.,"thought-provoking,humorous,drama",https://www.amazon.in/s?k=Animal+Farm+kindle+edition,https://www.amazon.in/s?k=Animal+Farm+kindle+edition
The Picture of Dorian Gray,Oscar Wilde,gothic fiction,A beautiful man stays young while his portrait ages and decays. Vanity has a price.,"thought-provoking,dark romance,mysterious",https://www.amazon.in/s?k=The+Picture+of+Dorian+Gray+kindle+edition,https://www.amazon.in/s?k=The+Picture+of+Dorian+Gray+kindle+edition
Crime and Punishment,Fyodor Dostoevsky,classic,A student murders a pawnbroker for what he believes is the greater good. His mind destroys him.,"thought-provoking,suspenseful,drama",https://www.amazon.in/s?k=Crime+and+Punishment+kindle+edition,https://www.amazon.in/s?k=Crime+and+Punishment+kindle+edition
Siddhartha,Hermann Hesse,philosophical fiction,A young man leaves privilege to seek spiritual truth. The answer is not where he looks.,"thought-provoking,inspiring,hopeful",https://www.amazon.in/s?k=Siddhartha+kindle+edition,https://www.amazon.in/s?k=Siddhartha+kindle+edition
The Master and Margarita,Mikhail Bulgakov,satirical fantasy,"The devil visits Soviet Moscow. Chaos, magic and moral questions follow.","thought-provoking,humorous,fantasy",https://www.amazon.in/s?k=The+Master+and+Margarita+kindle+edition,https://www.amazon.in/s?k=The+Master+and+Margarita+kindle+edition
Blindness,José Saramago,literary fiction,A city goes blind overnight. Society collapses with terrifying speed.,"thought-provoking,scary,heartbreaking",https://www.amazon.in/s?k=Blindness+kindle+edition,https://www.amazon.in/s?k=Blindness+kindle+edition
The Remains of the Day,Kazuo Ishiguro,literary fiction,A butler reflects on a life of perfect service. He realizes too late what he sacrificed.,"thought-provoking,heartbreaking,drama",https://www.amazon.in/s?k=The+Remains+of+the+Day+kindle+edition,https://www.amazon.in/s?k=The+Remains+of+the+Day+kindle+edition
Sophie's World,Jostein Gaarder,philosophical fiction,A girl receives mysterious letters about the history of philosophy. Reality begins to unravel.,"thought-provoking,mysterious,fantasy",https://www.amazon.in/s?k=Sophie's+World+kindle+edition,https://www.amazon.in/s?k=Sophie's+World+kindle+edition
The Left Hand of Darkness,Ursula K. Le Guin,sci-fi,An envoy visits a planet where humans have no fixed gender. Everything he knows is challenged.,"sci-fi,thought-provoking",https://www.amazon.in/s?k=The+Left+Hand+of+Darkness+kindle+edition,https://www.amazon.in/s?k=The+Left+Hand+of+Darkness+kindle+edition
Oryx and Crake,Margaret Atwood,dystopian sci-fi,The last human alive pieces together how the world ended. His best friend is at the center.,"sci-fi,thought-provoking,heartbreaking",https://www.amazon.in/s?k=Oryx+and+Crake+kindle+edition,https://www.amazon.in/s?k=Oryx+and+Crake+kindle+edition
Project Hail Mary,Andy Weir,sci-fi,A man wakes up alone in space with no memory. He must save Earth before time runs out.,"sci-fi,adventurous,inspiring",https://www.amazon.in/s?k=Project+Hail+Mary+kindle+edition,https://www.amazon.in/s?k=Project+Hail+Mary+kindle+edition
The Dispossessed,Ursula K. Le Guin,sci-fi,A physicist travels between twin worlds with opposite ideologies. Neither is perfect.,"sci-fi,thought-provoking,drama",https://www.amazon.in/s?k=The+Dispossessed+kindle+edition,https://www.amazon.in/s?k=The+Dispossessed+kindle+edition
Children of Time,Adrian Tchaikovsky,sci-fi,Spiders evolve into an intelligent civilization on a terraformed world. Humans are coming.,"sci-fi,adventurous,thought-provoking",https://www.amazon.in/s?k=Children+of+Time+kindle+edition,https://www.amazon.in/s?k=Children+of+Time+kindle+edition
Snow Crash,Neal Stephenson,cyberpunk,"In a near-future America, a hacker delivers pizza and fights a digital drug epidemic.","sci-fi,adventurous,humorous",https://www.amazon.in/s?k=Snow+Crash+kindle+edition,https://www.amazon.in/s?k=Snow+Crash+kindle+edition
Klara and the Sun,Kazuo Ishiguro,sci-fi,"An artificial friend observes humans from a shop window, waiting to be chosen. She misses nothing.","sci-fi,heartbreaking,thought-provoking",https://www.amazon.in/s?k=Klara+and+the+Sun+kindle+edition,https://www.amazon.in/s?k=Klara+and+the+Sun+kindle+edition
The Long Way to a Small Angry Planet,Becky Chambers,sci-fi,A crew tunnels wormholes through space. The journey matters more than the destination.,"sci-fi,adventurous,hopeful",https://www.amazon.in/s?k=The+Long+Way+to+a+Small+Angry+Planet+kindle+edition,https://www.amazon.in/s?k=The+Long+Way+to+a+Small+Angry+Planet+kindle+edition
Station Eleven,Emily St. John Mandel,post-apocalyptic,A flu wipes out civilization. A traveling theater troupe keeps art alive. Survival is not enough.,"sci-fi,heartbreaking,drama",https://www.amazon.in/s?k=Station+Eleven+kindle+edition,https://www.amazon.in/s?k=Station+Eleven+kindle+edition
The Exorcist,William Peter Blatty,horror,A young girl is possessed by a demon. Two priests fight for her soul.,"scary,drama",https://www.amazon.in/s?k=The+Exorcist+kindle+edition,https://www.amazon.in/s?k=The+Exorcist+kindle+edition
House of Psychotic Women,Kier-La Janisse,horror non-fiction,An exploration of female hysteria and horror films. Terrifying and brilliant.,"scary,thought-provoking",https://www.amazon.in/s?k=House+of+Psychotic+Women+kindle+edition,https://www.amazon.in/s?k=House+of+Psychotic+Women+kindle+edition
The Troop,Nick Cutter,horror,A strange man visits a Boy Scout troop on a remote island. He leaves something behind.,"scary,suspenseful",https://www.amazon.in/s?k=The+Troop+kindle+edition,https://www.amazon.in/s?k=The+Troop+kindle+edition
NOS4A2,Joe Hill,horror,A man kidnaps children to a place called Christmasland. One woman can stop him.,"scary,suspenseful",https://www.amazon.in/s?k=NOS4A2+kindle+edition,https://www.amazon.in/s?k=NOS4A2+kindle+edition
The Hellbound Heart,Clive Barker,horror,A man solves a puzzle box that opens a door to pure sensation — and pure horror.,"scary,dark romance",https://www.amazon.in/s?k=The+Hellbound+Heart+kindle+edition,https://www.amazon.in/s?k=The+Hellbound+Heart+kindle+edition
The Little Stranger,Sarah Waters,gothic horror,A doctor visits a decaying English manor. Something in the house does not want him to leave.,"scary,mysterious,drama",https://www.amazon.in/s?k=The+Little+Stranger+kindle+edition,https://www.amazon.in/s?k=The+Little+Stranger+kindle+edition
Rosemary's Baby,Ira Levin,psychological horror,A young woman suspects her neighbors and husband are part of a sinister cult. She may be right.,"scary,suspenseful,drama",https://www.amazon.in/s?k=Rosemary's+Baby+kindle+edition,https://www.amazon.in/s?k=Rosemary's+Baby+kindle+edition
The Rats,James Herbert,horror,Giant rats begin attacking people in London. The infestation spreads faster than anyone expected.,"scary,suspenseful",https://www.amazon.in/s?k=The+Rats+kindle+edition,https://www.amazon.in/s?k=The+Rats+kindle+edition
20th Century Ghosts,Joe Hill,horror short stories,A collection of ghost stories. Some are terrifying. Some will break your heart.,"scary,heartbreaking,mysterious",https://www.amazon.in/s?k=20th+Century+Ghosts+kindle+edition,https://www.amazon.in/s?k=20th+Century+Ghosts+kindle+edition
Vicious,V.E. Schwab,dark fantasy,Two college students discover they can gain powers by nearly dying. They become enemies.,"dark romance,thought-provoking,fantasy",https://www.amazon.in/s?k=Vicious+kindle+edition,https://www.amazon.in/s?k=Vicious+kindle+edition
Wuthering Heights,Emily Brontë,classic,A brooding man and a wild woman destroy each other across decades. Love as obsession.,"dark romance,heartbreaking,drama",https://www.amazon.in/s?k=Wuthering+Heights+kindle+edition,https://www.amazon.in/s?k=Wuthering+Heights+kindle+edition
Kill Joy,Holly Jackson,thriller,A prequel to A Good Girl's Guide to Murder. A dangerous game reveals deadly secrets.,"dark romance,suspenseful,mysterious",https://www.amazon.in/s?k=Kill+Joy+kindle+edition,https://www.amazon.in/s?k=Kill+Joy+kindle+edition
The Deal,Elle Kennedy,romance,A hockey player makes a deal with a girl who needs his help. Neither expects what follows.,"dark romance,romantic,humorous",https://www.amazon.in/s?k=The+Deal+kindle+edition,https://www.amazon.in/s?k=The+Deal+kindle+edition
Icebreaker,Hannah Grace,romance,A figure skater and a hockey player share a rink and then a life. Heat on ice.,"dark romance,romantic,sexy",https://www.amazon.in/s?k=Icebreaker+kindle+edition,https://www.amazon.in/s?k=Icebreaker+kindle+edition
Twisted Games,Ana Huang,dark romance,A bodyguard falls for the princess he protects. Duty and desire are at war.,"dark romance,romantic,suspenseful",https://www.amazon.in/s?k=Twisted+Games+kindle+edition,https://www.amazon.in/s?k=Twisted+Games+kindle+edition
Den of Vipers,K.A. Knight,dark romance,A woman is given to four dangerous men as payment of a debt. She refuses to be a victim.,"dark romance,sexy,suspenseful",https://www.amazon.in/s?k=Den+of+Vipers+kindle+edition,https://www.amazon.in/s?k=Den+of+Vipers+kindle+edition
Throne of Glass,Sarah J. Maas,fantasy,An assassin is offered her freedom if she serves the king. She has her own plans.,"dark romance,fantasy,adventurous",https://www.amazon.in/s?k=Throne+of+Glass+kindle+edition,https://www.amazon.in/s?k=Throne+of+Glass+kindle+edition
A Court of Thorns and Roses,Sarah J. Maas,fantasy romance,A huntress kills a wolf in the woods and is taken to a magical land. The rules of love change.,"dark romance,fantasy,romantic",https://www.amazon.in/s?k=A+Court+of+Thorns+and+Roses+kindle+edition,https://www.amazon.in/s?k=A+Court+of+Thorns+and+Roses+kindle+edition
The Bridge Kingdom,Danielle L. Jensen,fantasy romance,A spy is sent to marry a king and destroy him from within. She begins to question everything.,"dark romance,fantasy,romantic",https://www.amazon.in/s?k=The+Bridge+Kingdom+kindle+edition,https://www.amazon.in/s?k=The+Bridge+Kingdom+kindle+edition
The Unhoneymooners,Christina Lauren,romance,A woman goes on her twin's honeymoon and runs into someone she can't stand. Sparks fly anyway.,"sexy,romantic,humorous",https://www.amazon.in/s?k=The+Unhoneymooners+kindle+edition,https://www.amazon.in/s?k=The+Unhoneymooners+kindle+edition
The Spanish Love Deception,Elena Armas,romance,A woman needs a fake date for a wedding in Spain. Her infuriating colleague volunteers.,"sexy,romantic,humorous",https://www.amazon.in/s?k=The+Spanish+Love+Deception+kindle+edition,https://www.amazon.in/s?k=The+Spanish+Love+Deception+kindle+edition
Ugly Love,Colleen Hoover,romance,Two neighbors agree to a no-strings arrangement. The strings appear anyway.,"sexy,romantic,heartbreaking",https://www.amazon.in/s?k=Ugly+Love+kindle+edition,https://www.amazon.in/s?k=Ugly+Love+kindle+edition
Nov-09,Colleen Hoover,romance,Two strangers meet on November 9th every year. The truth of what connects them is devastating.,"sexy,romantic,heartbreaking",https://www.amazon.in/s?k=November+9+kindle+edition,https://www.amazon.in/s?k=Nov-09+kindle+edition
The Wall of Winnipeg and Me,Mariana Zapata,romance,An assistant falls for her NFL client over years of slow-burn tension. Worth every page.,"sexy,romantic",https://www.amazon.in/s?k=The+Wall+of+Winnipeg+and+Me+kindle+edition,https://www.amazon.in/s?k=The+Wall+of+Winnipeg+and+Me+kindle+edition
Wait for It,Mariana Zapata,romance,A woman raising her nephews slowly falls for her new neighbor. A deeply satisfying slow burn.,"sexy,romantic,hopeful",https://www.amazon.in/s?k=Wait+for+It+kindle+edition,https://www.amazon.in/s?k=Wait+for+It+kindle+edition
From Blood and Ash,Jennifer L. Armentrout,fantasy romance,A chosen maiden and her guard navigate forbidden attraction in a dangerous magical world.,"sexy,fantasy,dark romance",https://www.amazon.in/s?k=From+Blood+and+Ash+kindle+edition,https://www.amazon.in/s?k=From+Blood+and+Ash+kindle+edition
Gabriel's Inferno,Sylvain Reynard,romance,A professor and his student dance around a forbidden and consuming attraction.,"sexy,romantic,drama",https://www.amazon.in/s?k=Gabriel's+Inferno+kindle+edition,https://www.amazon.in/s?k=Gabriel's+Inferno+kindle+edition
The Spark,Vi Keeland,romance,A chance encounter sparks something neither expected. The past always finds a way back.,"sexy,romantic,drama",https://www.amazon.in/s?k=The+Spark+kindle+edition,https://www.amazon.in/s?k=The+Spark+kindle+edition
Love Redesigned,Lauren Asher,romance,A designer and a developer compete and clash — until they can't stay apart.,"sexy,romantic,humorous",https://www.amazon.in/s?k=Love+Redesigned+kindle+edition,https://www.amazon.in/s?k=Love+Redesigned+kindle+edition
Cemetery Boys,Aiden Thomas,fantasy,A young brujo accidentally summons the ghost of his enemy instead of his ex. Love across death.,"bl romance,fantasy,mysterious",https://www.amazon.in/s?k=Cemetery+Boys+kindle+edition,https://www.amazon.in/s?k=Cemetery+Boys+kindle+edition
In Other Lands,Sarah Rees Brennan,fantasy,A sarcastic boy crosses into a magical world. He writes letters home and falls in love with his rival.,"bl romance,fantasy,humorous",https://www.amazon.in/s?k=In+Other+Lands+kindle+edition,https://www.amazon.in/s?k=In+Other+Lands+kindle+edition
The House in the Cerulean Sea,TJ Klune,fantasy,A caseworker is sent to evaluate a house of magical children. He finds belonging there.,"bl romance,fantasy,hopeful",https://www.amazon.in/s?k=The+House+in+the+Cerulean+Sea+kindle+edition,https://www.amazon.in/s?k=The+House+in+the+Cerulean+Sea+kindle+edition
Heartstopper Volume 1,Alice Oseman,graphic novel,Two boys at the same school become friends and then something more. Quiet and beautiful.,"bl romance,romantic,hopeful",https://www.amazon.in/s?k=Heartstopper+Volume+1+kindle+edition,https://www.amazon.in/s?k=Heartstopper+Volume+1+kindle+edition
Felix Ever After,Kacen Callender,young adult,A trans Black teen navigates first love and identity over one summer in New York.,"bl romance,romantic,hopeful",https://www.amazon.in/s?k=Felix+Ever+After+kindle+edition,https://www.amazon.in/s?k=Felix+Ever+After+kindle+edition
The Song of Achilles,Madeline Miller,historical fiction,Achilles and Patroclus grow from boyhood companions to something deeper. The myth retold.,"bl romance,heartbreaking,drama",https://www.amazon.in/s?k=The+Song+of+Achilles+kindle+edition,https://www.amazon.in/s?k=The+Song+of+Achilles+kindle+edition
What If It's Us,Becky Albertalli & Adam Silvera,young adult,Two boys keep running into each other in New York. The universe might be trying to say something.,"bl romance,romantic,humorous",https://www.amazon.in/s?k=What+If+It's+Us+kindle+edition,https://www.amazon.in/s?k=What+If+It's+Us+kindle+edition
I'll Give You the Sun,Jandy Nelson,young adult,Twins drift apart after a tragedy. Art and first love fill the silence.,"bl romance,heartbreaking,drama",https://www.amazon.in/s?k=I'll+Give+You+the+Sun+kindle+edition,https://www.amazon.in/s?k=I'll+Give+You+the+Sun+kindle+edition
The Extraordinaries,TJ Klune,young adult,A boy with ADHD writes fan fiction about a superhero he's obsessed with. Then he meets him.,"bl romance,humorous,hopeful",https://www.amazon.in/s?k=The+Extraordinaries+kindle+edition,https://www.amazon.in/s?k=The+Extraordinaries+kindle+edition
One of Us is Lying,Karen McManus,mystery,Five students go into detention. One doesn't come out. Everyone had a reason.,"bl romance,suspenseful,mysterious",https://www.amazon.in/s?k=One+of+Us+is+Lying+kindle+edition,https://www.amazon.in/s?k=One+of+Us+is+Lying+kindle+edition
Fingersmith,Sarah Waters,historical fiction,Two women con each other and fall in love in Victorian England. Every twist resets everything.,"gl romance,mysterious,heartbreaking",https://www.amazon.in/s?k=Fingersmith+kindle+edition,https://www.amazon.in/s?k=Fingersmith+kindle+edition
Tipping the Velvet,Sarah Waters,historical fiction,A girl follows a male impersonator from her small town to the dazzling and dark London stage.,"gl romance,adventurous,drama",https://www.amazon.in/s?k=Tipping+the+Velvet+kindle+edition,https://www.amazon.in/s?k=Tipping+the+Velvet+kindle+edition
The Miseducation of Cameron Post,Emily M. Danforth,young adult,A girl is sent to a conversion camp after being caught with another girl. She does not break.,"gl romance,heartbreaking,thought-provoking",https://www.amazon.in/s?k=The+Miseducation+of+Cameron+Post+kindle+edition,https://www.amazon.in/s?k=The+Miseducation+of+Cameron+Post+kindle+edition
A Memory Called Empire,Arkady Martine,sci-fi,An ambassador investigates the death of her predecessor in a massive empire. She may be next.,"gl romance,sci-fi,mysterious",https://www.amazon.in/s?k=A+Memory+Called+Empire+kindle+edition,https://www.amazon.in/s?k=A+Memory+Called+Empire+kindle+edition
Upright Women Wanted,Sarah Gailey,sci-fi western,A girl stows away with a group of librarians in a dystopian American West. She finds her people.,"gl romance,adventurous,thought-provoking",https://www.amazon.in/s?k=Upright+Women+Wanted+kindle+edition,https://www.amazon.in/s?k=Upright+Women+Wanted+kindle+edition
Honey Girl,Morgan Rogers,literary fiction,An overachiever wakes up married to a stranger in Vegas. She follows the feeling anyway.,"gl romance,romantic,hopeful",https://www.amazon.in/s?k=Honey+Girl+kindle+edition,https://www.amazon.in/s?k=Honey+Girl+kindle+edition
